,event,eta,phi,PT,jmass,ntrk,btag,hadem
393,3207,-0.358,-0.967,77.77,0.0,-1.0,0.0,0.0
394,3208,0.15,0.644,38.24,0.0,-1.0,0.0,0.0
395,3226,0.334,1.165,140.18,0.0,1.0,0.0,0.0
396,3237,0.077,-2.668,15.75,0.0,1.0,0.0,0.0
397,3238,-0.684,-0.987,107.78,0.0,1.0,0.0,0.0
398,3248,-0.879,-1.174,152.22,0.0,1.0,0.0,0.0
399,3263,-1.747,2.977,27.74,0.0,1.0,0.0,0.0
400,3269,-1.022,1.209,170.62,0.0,1.0,0.0,0.0
401,3283,2.046,-3.011,37.61,0.0,-1.0,0.0,0.0
402,3295,1.81,-1.293,60.46,0.0,-1.0,0.0,0.0
403,3301,-1.288,1.162,34.19,0.0,1.0,0.0,0.0
